Emirate Name En|Emirate Name Ar|Issuance Authority En|Issuance Authority Ar|Issuance Authority Branch En|Issuance Authority Branch Ar|BL #|BL CBLS #|BL Name Ar|BL Name En|BL Est Date|BL Exp Date|BL Status EN|BL Status AR|BL Legal Type En|BL Legal Type Ar|BL Type En|BL Type Ar|BL Full Address|License Latitude|License Longitude|License Branch Flag|Parent Licence - License Number|Parent License Issuance Authority En|Parent License Issuance Authority Ar|Relationship Type En|Relationship Type Ar|Owner Nationality En|Owner Nationality Ar|Owner Gender|Business Activity Code|Business Activity Desc En|Business Activity Desc Ar|license_pk
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-831076|CBLS-48752|Services ﺚﻴﻟ ﻮﻨﺑ and ﻱﺯﺎﺠﺣ ,ﻲﻨﺘﻣ ﺔﻛﺮﺷ|Santos-Christian Services|26/09/2021|30/10/2022|Expired|منتهي الصلاحية|LLC|ذ.م.م|Professional|مهني|091 Crystal Heights Apt. 161 South Garrettport, MH 04295|25.0382°N|55.1682°E|Y||Dubai South||Owner|مالك|Other|آخر|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|5c05b84bd25eb46eb55b6b7620c81868
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-525800|CBLS-81819|Manufacturing ﺓﺩﻮﺟ-ﻲﻠﻴﺒﺟ ﺔﻛﺮﺷ|Nguyen Inc Manufacturing|10/10/2019|11/10/2020|Active|نشط|LLC|ذ.م.م|Industrial|صناعي|222 Chelsea Light Apt. 792 South Dana, NH 33967|25.0912°N|55.0841°E|N||||Partner|شريك|Emirati|إماراتي|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|ebc1115cbdbfea7aad1e2e1c47667d60
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-324082|CBLS-77000|Management ﻲﻨﻴﺴﺤﻟﺍ and ﻡﺯﺍﻮﻌﻟﺍ ,ﻊﺸﻌﺸﻣ ﺔﻛﺮﺷ|Smith, Ballard and Santana Management|20/11/2019|06/12/2020|Active|نشط|LLC|ذ.م.م|Professional|مهني|647 Gonzalez Lights Suite 136 Baileyport, AK 86776|24.4381°N|54.6839°E|N||||Owner|مالك|Emirati|إماراتي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|f2fbf929b4b9796d109b1883616d1402
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-451470|CBLS-22240|FZE ﺮﻜﺑ ﻦﺑ ﺪﻌﺳ ﻮﻨﺑ and ﺪﻣﺎﻏ ,ﻱﺩﺍﺪﻐﺒﻟﺍ ﺔﻛﺮﺷ|Hill-Knight FZE|24/03/2023|04/04/2024|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|39421 Kyle Mill Apt. 952 West Markchester, HI 26819|25.3673°N|55.4449°E|N||||Owner|مالك|Emirati|إماراتي|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|807243d9db6543faa161797ad27d88f0
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-577538|CBLS-64321|Trading ﻲﻋﺎﻘﻟﺍ and ﻞﺋﺪﻟﺍ ﻮﻨﺑ ,ﻢﻴﻨﻏ ﺔﻛﺮﺷ|Buchanan LLC Trading|14/01/2018|28/12/2018|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|5171 Karen Fork Suite 851 Smithside, DE 60110|25.3194°N|55.5393°E|N||||Partner|شريك|Indian|هندي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|bc2c76bfa81508e98971199ab725d020
Ras Al Khaimah|رأس الخيمة|Municipality|بلدية|Main|رئيسي|BL-916232|CBLS-65724|Consultancy ﺏﺎﻃﺎﺑﺮﻟﺍ and ﺔﻨﻴﻬﺟ ,ﺏﺮﺣ ﺔﻛﺮﺷ|Chambers-Chambers Consultancy|20/03/2022|26/02/2023|Active|نشط|LLC|ذ.م.م|Professional|مهني|317 Banks Crescent Apt. 004 Wilsonbury, FM 70958|25.6352°N|56.0916°E|N||||Owner|مالك|Indian|هندي|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|9eb2b64ffacbb246d2d680839a2b2738
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-239816|CBLS-70901|LLC ﻲﻤﻠﻌﻟﺍ and ﺡﺪﻧﺮﺳ ,ﻡﻮﻘﺒﻟﺍ ﻖﻳﺯﺍﺮﻣ ﺔﻛﺮﺷ|Price LLC LLC|27/04/2024|20/04/2025|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|640 Robinson Mills Apt. 515 Bruceview, ID 16512|25.2964°N|55.2382°E|Y||||Partner|شريك|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|de2a646ef0123e27a75faad5af2e722e
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-547470|CBLS-81810|FZE ﺕﺎﻴﺑ ﻲﻨﺑ and ﻱﺩﺍﺪﻐﺒﻟﺍ ,ﺪﻴﻋ ﻮﺑﺍ ﺔﻛﺮﺷ|Davis-Lewis FZE|26/11/2017|16/12/2018|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|83933 Schroeder Turnpike West Micheleberg, DC 71308|25.2692°N|55.2975°E|N||||Owner|مالك|Emirati|إماراتي|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|e63533d50319429538e41ec98d8e9d4a
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-757193|CBLS-41358|Inc Manufacturing ﺔﻴﻘﻳﺎﺸﻟﺍ ﺔﻛﺮﺷ|Lindsey-Rodriguez Manufacturing|19/01/2019|06/01/2020|Active|نشط|LLC|ذ.م.م|Industrial|صناعي|24026 Julie Mountains Suite 589 South Williamton, VA 86864|25.3440°N|55.5427°E|N||||Partner|شريك|Other|آخر|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|68f98b5f90c873612642de9bc66ba40c
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-342495|CBLS-60205|Consultancy ﺔﻴﺘﺷ-ﺢﺟﺍﺭ ﺔﻛﺮﺷ|Turner, Schneider and Johnson Consultancy|30/04/2022|26/05/2023|Active|نشط|LLC|ذ.م.م|Professional|مهني|15921 Joshua Roads Suite 698 Shawnchester, CT 92484|24.4119°N|54.3257°E|N||||Owner|مالك|Other|آخر|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|3bfdaf2ee8df785927ae8f0e74f3cd0c
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-508396|CBLS-86556|LLC ﺶﻘﻃ and ﺮﻤﺷ ,ﻲﺒﻴﺷﺎﺸﻨﻟﺍ ﺔﻛﺮﺷ|Farrell Ltd LLC|07/05/2024|12/05/2025|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|6156 Ortega Landing Apt. 711 North Ryanstad, AS 17555|24.4570°N|54.6062°E|N||||Manager|مدير|Pakistani|باكستاني|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|6650ef15ac7bd62bbb3b2592ae86efb3
Fujairah|الفجيرة|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-664365|CBLS-81582|Services ﻒﻴﻘﺛ and ﺔﻜﻴﺣﺯ ,ﻥﺎﻤﺴﻟﺍ ﺔﻛﺮﺷ|Brown, Frye and Hoffman Services|15/03/2024|12/04/2025|Active|نشط|LLC|ذ.م.م|Professional|مهني|USCGC Parrish FPO AP 07244|25.1898°N|56.3488°E|N||||Manager|مدير|Other|آخر|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|7e0f2a9f4d9e4ed8de6b625b9ad21db3
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-859359|CBLS-31632|LLC ﻲﻤﻠﻌﻟﺍ and ﺱﻮﺳﻮﻤﻟﺍ ,ﻢﻬﻓ ﺔﻛﺮﺷ|Burke-Bell LLC|13/01/2022|26/12/2022|Expired|منتهي الصلاحية|Civil Company|شركة مدنية|Commercial|تجاري|8514 Lindsay Vista New Sarahview, AK 24148|24.4759°N|54.6923°E|N|BL-720644|||Owner|مالك|Emirati|إماراتي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|f61627d750b5f95dd81d5413d4622d03
Sharjah|الشارقة|Sharjah Publishing City|مدينة الشارقة للنشر|Main|رئيسي|BL-549433|CBLS-27786|FZE ﻊﻤﻟﺃ-ﻢﻴﻤﺗ ﺔﻛﺮﺷ|Park-Parker FZE|13/04/2017|20/02/2018|Cancelled|ملغاة|Civil Company|شركة مدنية|Commercial|تجاري|20183 Barnes Junctions Apt. 545 North Ericton, TX 11194|25.3182°N|55.4520°E|N||||Owner|مالك|Other|آخر|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|4e3356d4e7fde9774e7002e0f90ae36a
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-888539|CBLS-65255|Services ﻞﺋﺪﻟﺍ ﻮﻨﺑ and ﻥﺍﺮﻫﺯ ,ﻱﻭﺍﺪﻴﺻ ﺔﻛﺮﺷ|Ramos-Coleman Services|16/08/2017|25/09/2018|Expired|منتهي الصلاحية|Free Zone Establishment|مؤسسة منطقة حرة|Professional|مهني|1497 Williams Locks Apt. 034 Port Derrick, KS 38439|25.2505°N|55.1881°E|N||Dubai South||Partner|شريك|Other|آخر|Male|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|9ace73121a00394887f0d9167863cb60
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-919182|CBLS-95426|Trading ﺶﻳﻭﺎﺸﻟﺍ-ﺐﻄﻘﻟﺍ ﺔﻛﺮﺷ|Wilson-Jimenez Trading|09/04/2019|26/02/2020|Active|نشط|Sole Establishment|مؤسسة فردية|Commercial|تجاري|60607 Michelle Ports Suite 966 Dariustown, MD 23028|25.3754°N|55.5899°E|N||||Partner|شريك|Indian|هندي|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|87c4f4d2260745b374a4b137c43068bf
Dubai|دبي|Dubai Silicon Oasis Authority|سلطة واحة دبي للسيليكون|Main|رئيسي|BL-219946|CBLS-83920|Management ﺔﻳﺭﺪﺑ-ﺏﺎﺑﺮﻟﺍ ﺔﻛﺮﺷ|Stevens, Norris and Cox Management|29/10/2019|13/11/2020|Expired|منتهي الصلاحية|LLC|ذ.م.م|Professional|مهني|4535 Charles Roads New Williamstad, MI 95840|25.1395°N|55.1025°E|N||Department of Economic Development||Owner|مالك|Pakistani|باكستاني|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|c51e12f9fe1b59d7317c5dfb6f628bbf
Dubai|دبي|Dubai Silicon Oasis Authority|سلطة واحة دبي للسيليكون|Main|رئيسي|BL-426147|CBLS-24168|PLC Consultancy ﻲﻧﺎﻤﻀﻘﻟﺍ ﺔﻛﺮﺷ|Briggs, Young and Thomas Consultancy|30/12/2016|01/12/2017|Active|نشط|LLC|ذ.م.م|Professional|مهني|77997 Lin Road Edwardland, NJ 58462|25.0077°N|55.1248°E|N|BL-515922|Department of Economic Development||Owner|مالك|Indian|هندي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|bd0c7cc5b7eca58da9c7131bcdcba0ed
Ajman|عجمان|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-824161|CBLS-92213|Management ﺔﻠﻣﺎﻋ and ﺱﺍﺮﻓ ﻮﻨﺑ ,ﻲﻨﻴﺴﺤﻟﺍ ﺔﻛﺮﺷ|Turner, Hill and Brown Management|27/12/2019|15/01/2021|Active|نشط|LLC|ذ.م.م|Professional|مهني|19986 Carpenter Turnpike Apt. 793 Cassidyhaven, FL 08610|25.3602°N|55.5159°E|Y|||دائرة التنمية الاقتصادية|Manager|مدير|Egyptian|مصري|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|65e87c860174012a8a952941624682c2
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-464069|CBLS-79827|Trading ﺪﻴﻫﺍﺮﻓ-ﻱﺪﻟﺎﺨﻟﺍ ﺔﻛﺮﺷ|Garcia-Nolan Trading|05/12/2021|26/11/2022|Cancelled|ملغاة|LLC|ذ.م.م|Commercial|تجاري|8892 Watson Haven Suite 659 Port Crystalmouth, CA 43714|25.1985°N|55.0276°E|N||||Owner|مالك|Indian|هندي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|f09e3219c29924b70e3103c9d69d254b
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-479781|CBLS-93307|LLC ﻲﻠﺴﻌﻟﺍ-ﻞﻴﻜﺑ ﺔﻛﺮﺷ|Grant Group LLC|20/10/2018|31/08/2019|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|4629 Kyle Lane Lisahaven, CO 85176|25.2122°N|55.1742°E|N|BL-383201||دائرة التنمية الاقتصادية|Owner|مالك|Egyptian|مصري|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|e0c36c7794383dd8765dc9d5bf8c32c2
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-587455|CBLS-67091|LLC Services ﺭﺎﺠﻨﻟﺍ ﺔﻛﺮﺷ|Henderson, Cox and Cox Services|11/12/2024|27/11/2025|Active|نشط|LLC|ذ.م.م|Professional|مهني|21418 Ebony Wells New Nicholas, GA 24204|25.3268°N|55.5703°E|Y||||Owner|مالك|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|ecbdf96437d44b8cfe296c9cd69f323f
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-697530|CBLS-89997|LLC ﺔﻜﻴﺣﺯ-ﻱﺭﺎﺨﺒﻟﺍ ﺔﻛﺮﺷ|Wise, Lamb and Martin LLC|10/02/2019|26/01/2020|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|473 Kyle Valleys Suite 359 Murrayport, WI 50553|25.1009°N|55.1977°E|N||||Partner|شريك|British|بريطاني|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|799fdffeb5fe26705845fb93fedb7121
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-725113|CBLS-46211|Services ﻡﻮﻘﺒﻟﺍ and ﻞﺋﺍﻭ ﻦﺑ ﺮﻜﺑ ,ﻲﻧﺎﺒﻌﺸﻟﺍ ﺔﻛﺮﺷ|Rose, Burch and Montoya Services|17/11/2021|12/12/2022|Active|نشط|LLC|ذ.م.م|Professional|مهني|814 Kathryn Groves Whiteheadberg, MP 57841|24.2030°N|54.6792°E|N||||Owner|مالك|Emirati|إماراتي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|dd601f8e2852149339bade0937da5b8a
Abu Dhabi|أبو ظبي|Abu Dhabi Department of Economic Development|دائرة التنمية الاقتصادية في أبوظبي|Main|رئيسي|BL-599219|CBLS-94659|FZE ﻲﻟﻮﺒﻤﻄﺳﺍ-ﻞﺋﺍﻭ ﻦﺑ ﺐﻠﻐﺗ ﺔﻛﺮﺷ|Potts and Sons FZE|14/08/2019|25/07/2020|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|61530 Galvan Villages Suite 220 Samanthafort, UT 18692|24.3345°N|54.3069°E|N||||Partner|شريك|Emirati|إماراتي|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|8535cd1b9428b8570703000208329a17
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-596249|CBLS-82544|and Sons LLC ﻥﺮﻘﻠﺑ ﺔﻛﺮﺷ|Harrison, Gilbert and Bullock LLC|26/10/2023|09/12/2024|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|43410 Robert Underpass Suite 117 Lake Zacharybury, VT 19319|25.1031°N|55.3987°E|N||||Owner|مالك|Indian|هندي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|7c16dc358e7c16d61bd3b563d4bd348f
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-226516|CBLS-35242|Group Trading ﻥﺯﺍﻮﻫ ﺔﻛﺮﺷ|Patterson-Mendez Trading|04/05/2017|19/02/2018|Expired|منتهي الصلاحية|LLC|ذ.م.م|Commercial|تجاري|88888 Peter Mountains Apt. 654 West Kristinastad, IA 96569|25.0359°N|55.2143°E|N||||Owner|مالك|British|بريطاني|Female|620100|Computer programming activities|أنشطة برمجة الكمبيوتر|169a331a51c7355145d806a0b16701b4
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-718226|CBLS-78765|Management ﻱﺭﺎﺨﺒﻟﺍ-ﺡﻮﺤﺸﻟﺍ ﺔﻛﺮﺷ|Fuller, Ingram and Moss Management|28/12/2018|14/12/2019|Active|نشط|LLC|ذ.م.م|Professional|مهني|772 Bryan Trail Johnsonborough, AZ 26645|25.0849°N|55.0402°E|N||||Owner|مالك|Indian|هندي|Male|702000|Management consultancy activities|أنشطة استشارات الإدارة|860d03f46f49a5fda0b3743e2502a529
Dubai|دبي|Dubai South|دبي الجنوب|Main|رئيسي|BL-232731|CBLS-45954|Management (ﺔﻣﺭﺎﺠﻌﻟﺍ) ﺔﻣﺮﺠﻋ and ﺔﻨﻳﺰﻣ ,ﺶﻳﻭﺭﺩ ﺔﻛﺮﺷ|Stewart LLC Management|31/12/2017|16/02/2019|Active|نشط|LLC|ذ.م.م|Professional|مهني|5054 Lauren Mews Paulfurt, MA 24987|25.2923°N|55.2213°E|N||||Owner|مالك|Emirati|إماراتي|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|0571dc101b8b37cf0685b5613a41cf2c
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-701949|CBLS-47268|Trading ﺓﺮﻴﻣﻮﺳ and ﺕﺎﻄﻳﻮﺤﻟﺍ ,ﺙﺭﺎﺤﻟﺍ ﻦﺑ ﺮﻤﺣﻷﺍ ﻮﻨﺑ ﺔﻛﺮﺷ|Holt-Richardson Trading|04/04/2016|18/01/2017|Cancelled|ملغاة|LLC|ذ.م.م|Commercial|تجاري|451 Mark Hill Seanchester, GA 90909|25.1436°N|55.1363°E|Y||||Partner|شريك|Indian|هندي|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|aafad2b303f2942d87cadf9565f25c6e
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-520172|CBLS-74454|Trading ﺞﻳﺮﻌﻟﺍ ﻮﻨﺑ-ﻥﺍﺮﻬﺷ ﺔﻛﺮﺷ|Bell-Williams Trading|11/11/2021|01/12/2022|Active|نشط|Free Zone Establishment|مؤسسة منطقة حرة|Commercial|تجاري|65820 Melinda Springs Johnsonland, IA 85063|25.3577°N|55.5373°E|N||Sharjah Economic Development Department||Owner|مالك|Pakistani|باكستاني|Male|829900|Business Support Service Activities|أنشطة خدمات دعم الأعمال|21faf83329cfcd4aaf97ebf6cefb0dcb
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-224205|CBLS-83147|Ltd Trading ﺕﺍﺪﻴﻘﻌﻟﺍ ﺔﻛﺮﺷ|Cox-Herring Trading|20/12/2019|31/10/2020|Active|نشط|Sole Establishment|مؤسسة فردية|Commercial|تجاري|92856 Banks Gateway Apt. 027 Mcintyreville, KS 34617|25.1819°N|55.3163°E|N||||Owner|مالك|Emirati|إماراتي|Male|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|e1834e6326ca248c256ff13693a06b82
Dubai|دبي|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-549660|CBLS-50026|FZE ﻥﺎﻤﺴﻟﺍ-ﻲﺑﺮﻐﻤﻟﺍ ﺔﻛﺮﺷ|Griffin, Davies and Mitchell FZE|28/10/2016|29/10/2017|Active|نشط|LLC|ذ.م.م|Commercial|تجاري|715 Mckinney Plaza Patriciaburgh, VT 93504|25.1863°N|55.2439°E|N|BL-317881|||Owner|مالك|Emirati|إماراتي|Female|702000|Management consultancy activities|أنشطة استشارات الإدارة|0eed3be83b567bd68004316ba0d35275
Sharjah|الشارقة|Sharjah Economic Development Department|دائرة التنمية الاقتصادية في الشارقة|Main|رئيسي|BL-264686|CBLS-41439|and Sons Consultancy ﻲﺑﺮﻐﻤﻟﺍ ﺔﻛﺮﺷ|Little, Leon and Hicks Consultancy|01/11/2017|16/11/2018|Active|نشط|LLC|ذ.م.م|Professional|مهني|957 Cheryl Corners Apt. 467 Hammondshire, CA 16927|25.3552°N|55.4313°E|N||||Partner|شريك|Indian|هندي|Female|477100|Retail sale of clothing, footwear and textiles|تجارة التجزئة في الملابس والأحذية والمنسوجات|ac29d640127e85a8f74702fc716aed04
Ras Al Khaimah|رأس الخيمة|Department of Economic Development|دائرة التنمية الاقتصادية|Main|رئيسي|BL-841296|CBLS-47056|Services ﻲﻣﺎﺸﻟﺍ and ﻲﺗﻭﺮﻴﺑ ,ﺔﻋﺎﻀﻗ ﺔﻛﺮﺷ|Day-Cole Services|31/03/2024|13/05/2025|Expired|منتهي الصلاحية|LLC|ذ.م.م|Professional|مهني|68018 Kevin Estates Sarahbury, MI 68513|25.6142°N|55.9467°E|N||||Owner|مالك|Emirati|إماراتي|Female|561000|Restaurants and mobile food service activities|المطاعم وأنشطة خدمات الطعام المتنقلة|12bee01d69fe5f6ca68ed1de59d70064
